"Dublin Core:Alternative Title","Dublin Core:Abstract","Dublin Core:Table Of Contents","Dublin Core:Date Available","Dublin Core:Date Created","Dublin Core:Date Accepted","Dublin Core:Date Copyrighted","Dublin Core:Date Submitted","Dublin Core:Date Issued","Dublin Core:Date Modified","Dublin Core:Date Valid","Dublin Core:Access Rights","Dublin Core:License","Dublin Core:Conforms To","Dublin Core:Has Format","Dublin Core:Has Part","Dublin Core:Has Version","Dublin Core:Is Format Of","Dublin Core:Is Part Of","Dublin Core:Is Referenced By","Dublin Core:Is Replaced By","Dublin Core:Is Required By","Dublin Core:Is Version Of","Dublin Core:References","Dublin Core:Replaces","Dublin Core:Requires","Dublin Core:Extent","Dublin Core:Medium","Dublin Core:Bibliographic Citation","Dublin Core:Spatial Coverage","Dublin Core:Temporal Coverage","Dublin Core:Accrual Method","Dublin Core:Accrual Periodicity","Dublin Core:Accrual Policy","Dublin Core:Audience","Dublin Core:Audience Education Level","Dublin Core:Mediator","Dublin Core:Instructional Method","Dublin Core:Provenance","Dublin Core:Rights Holder","Dublin Core:Title","Dublin Core:Subject","Dublin Core:Description","Dublin Core:Creator","Dublin Core:Source","Dublin Core:Publisher","Dublin Core:Date","Dublin Core:Contributor","Dublin Core:Rights","Dublin Core:Relation","Dublin Core:Format","Dublin Core:Language","Dublin Core:Type","Dublin Core:Identifier","Dublin Core:Coverage","Item Type Metadata:Text","Item Type Metadata:Interviewer","Item Type Metadata:Interviewee","Item Type Metadata:Location","Item Type Metadata:Transcription","Item Type Metadata:Local URL","Item Type Metadata:Original Format","Item Type Metadata:Physical Dimensions","Item Type Metadata:Duration","Item Type Metadata:Compression","Item Type Metadata:Producer","Item Type Metadata:Director","Item Type Metadata:Bit Rate/Frequency","Item Type Metadata:Time Summary","Item Type Metadata:Email Body","Item Type Metadata:Subject Line","Item Type Metadata:From","Item Type Metadata:To","Item Type Metadata:CC","Item Type Metadata:BCC","Item Type Metadata:Number of Attachments","Item Type Metadata:Standards","Item Type Metadata:Objectives","Item Type Metadata:Materials","Item Type Metadata:Lesson Plan Text","Item Type Metadata:URL","Item Type Metadata:Event Type","Item Type Metadata:Participants","Item Type Metadata:Birth Date","Item Type Metadata:Birthplace","Item Type Metadata:Death Date","Item Type Metadata:Occupation","Item Type Metadata:Biographical Text","Item Type Metadata:Bibliography","GeoBlacklight:Layer ID",GeoBlacklight:UUID,GeoBlacklight:Slug,"GeoBlacklight:Geometry Type","GeoBlacklight:Layer Modified Date","GeoBlacklight:Bounding Box",GeoBlacklight:Centroid,"GeoBlacklight:Solr Geometry","GeoBlacklight:Apache Solr Bounding Box","GeoBlacklight:Solr Year","GeoBlacklight:Information Page",GeoBlacklight:Thumbnail,"GeoBlacklight:Download File","GeoBlacklight:Esri Rest Service","GeoBlacklight:Web Map Service","GeoBlacklight:Open Index Map",tags,file,itemType,collection,public,featured
"Philadelphia Airport - Rental Car Locations",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PhillyAirport_Rental_Car_Locations.xml,"4560347: Philadelphia (country, state, region,...), Pennsylvania, United States",2016,,,,,,,,"Penn State",,"Airport - Rental Car Locations: Philadephia, Pennsylvania",Transportation,,,,"City of Philadelphia",,,Public,,Files,English,Dataset,86beda12-f4e2-4041-9da8-6bb8a46b0fe3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86beda12-f4e2-4041-9da8-6bb8a46b0fe3,,Vector,,"-75.242649,39.878108,-75.24575,39.882067","39.8800875,-75.2441995",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7004,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7004,,,,,,Dataset,"08a-01 PASDA",0,0
"Philadelphia Correctional Facilities (points)",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/Philadelphia_Correctional_Pts2016.xml,"4560347: Philadelphia (country, state, region,...), Pennsylvania, United States",2016,,,,,,,,"Penn State",,"Correctional Facilities (points): Philadephia, Pennsylvania",Planning,,,,"City of Philadelphia",,,Public,,Files,English,Dataset,9ffe3411-3395-4f5a-b08a-e14728ff631d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9ffe3411-3395-4f5a-b08a-e14728ff631d,,Vector,,"-75.013558,39.93984,-75.198128,40.040679","39.9902595,-75.105843",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=142,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=142,,,,,,Dataset,"08a-01 PASDA",0,0
"Philadelphia Airport - Vendors",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PhillyAirport_Vendors.xml,"4560347: Philadelphia (country, state, region,...), Pennsylvania, United States",2016,,,,,,,,"Penn State",,"Airport - Vendors: Philadephia, Pennsylvania",Transportation,,,,"City of Philadelphia",,,Public,,Files,English,Dataset,20c59aba-2a8f-4203-b506-c1d34f1bd6f5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20c59aba-2a8f-4203-b506-c1d34f1bd6f5,,Vector,,"-75.235925,39.87251,-75.252152,39.882437","39.8774735,-75.2440385",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7009,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7009,,,,,,Dataset,"08a-01 PASDA",0,0
"Philadelphia Airport - Runways",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PhillyAirport_Runways.xml,"4560347: Philadelphia (country, state, region,...), Pennsylvania, United States",2016,,,,,,,,"Penn State",,"Airport - Runways: Philadephia, Pennsylvania",Transportation,,,,"City of Philadelphia",,,Public,,Files,English,Dataset,35557d46-0b64-4db7-8297-80123e28aa0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35557d46-0b64-4db7-8297-80123e28aa0a,,Vector,,"-75.212485,39.859197,-75.2753,39.888577","39.873887,-75.2438925",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7007,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7007,,,,,,Dataset,"08a-01 PASDA",0,0
"Philadelphia Airport - Roadway Zones",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PhillyAirport_Roadway_Zones.xml,"4560347: Philadelphia (country, state, region,...), Pennsylvania, United States",2016,,,,,,,,"Penn State",,"Airport - Roadway Zones: Philadephia, Pennsylvania",Transportation,,,,"City of Philadelphia",,,Public,,Files,English,Dataset,3f6f1190-740c-4df2-995a-8d4d315420bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3f6f1190-740c-4df2-995a-8d4d315420bf,,Vector,,"-75.231722,39.875534,-75.247645,39.889915","39.8827245,-75.2396835",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7006,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7006,,,,,,Dataset,"08a-01 PASDA",0,0
"Philadelphia Airport - Parking Lots",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PhillyAirport_Parking_Lots.xml,"4560347: Philadelphia (country, state, region,...), Pennsylvania, United States",2016,,,,,,,,"Penn State",,"Airport - Parking Lots: Philadephia, Pennsylvania",Transportation,,,,"City of Philadelphia",,,Public,,Files,English,Dataset,890ce813-3321-483a-b9df-54f9e805efe5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890ce813-3321-483a-b9df-54f9e805efe5,,Vector,,"-75.230604,39.875895,-75.251612,39.892069","39.883982,-75.241108",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7003,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7003,,,,,,Dataset,"08a-01 PASDA",0,0
"Philadelphia Airport - Parking Lot Entry/Exit",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PhillyAirport_Parking_Entry_Exit.xml,"4560347: Philadelphia (country, state, region,...), Pennsylvania, United States",2016,,,,,,,,"Penn State",,"Airport - Parking Lot Entry/Exit: Philadephia, Pennsylvania",Transportation,,,,"City of Philadelphia",,,Public,,Files,English,Dataset,b8c6472d-bce0-4812-bc7e-0c4e054143b7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8c6472d-bce0-4812-bc7e-0c4e054143b7,,Vector,,"-75.233941,39.876044,-75.25151,39.890048","39.883046,-75.2427255",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7002,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7002,,,,,,Dataset,"08a-01 PASDA",0,0
"Philadelphia Airport - Art",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PhillyAirport_Art.xml,"4560347: Philadelphia (country, state, region,...), Pennsylvania, United States",2016,,,,,,,,"Penn State",,"Airport - Art: Philadephia, Pennsylvania",Transportation,,,,"City of Philadelphia",,,Public,,Files,English,Dataset,2d725b08-5c99-4a7a-8c2d-c7e7ccf699be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d725b08-5c99-4a7a-8c2d-c7e7ccf699be,,Vector,,"-75.236503,39.87337,-75.250223,39.881085","39.8772275,-75.243363",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7001,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7001,,,,,,Dataset,"08a-01 PASDA",0,0
"Philadelphia Airport - Amenities",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PhillyAirport_Amenities.xml,"4560347: Philadelphia (country, state, region,...), Pennsylvania, United States",2016,,,,,,,,"Penn State",,"Airport - Amenities: Philadephia, Pennsylvania",Transportation,,,,"City of Philadelphia",,,Public,,Files,English,Dataset,bb9d18dc-777d-41e0-8aa5-94a2af77077c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bb9d18dc-777d-41e0-8aa5-94a2af77077c,,Vector,,"-75.236129,39.87337,-75.251448,39.891222","39.882296,-75.2437885",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7000,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7000,,,,,,Dataset,"08a-01 PASDA",0,0
"Philadelphia Streets - Intersection Controls",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PhillyStreets_Intersection_Controls.xml,"4560347: Philadelphia (country, state, region,...), Pennsylvania, United States",2016,,,,,,,,"Penn State",,"Streets - Intersection Controls: Philadephia, Pennsylvania",Transportation,,,,"City of Philadelphia",,,Public,,Files,English,Dataset,9d9b7760-9bab-4607-9457-13880d896bb0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d9b7760-9bab-4607-9457-13880d896bb0,,Vector,,"-74.958122,39.875049,-75.277073,40.143418","40.0092335,-75.1175975",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7090,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7090,,,,,,Dataset,"08a-01 PASDA",0,0
"Philadelphia Streets - Historic Streets Poly",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PhillyStreets_Historic_Streets_Poly.xml,"4560347: Philadelphia (country, state, region,...), Pennsylvania, United States",2016,,,,,,,,"Penn State",,"Streets - Historic Streets Poly: Philadephia, Pennsylvania",Transportation,,,,"City of Philadelphia",,,Public,,Files,English,Dataset,dbfd1bfa-77fa-47a5-a342-3d156610c543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dbfd1bfa-77fa-47a5-a342-3d156610c543,,Vector,,"-75.059184,39.913162,-75.25902,40.090992","40.002077,-75.159102",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7089,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7089,,,,,,Dataset,"08a-01 PASDA",0,0
"Philadelphia Streets - Historic Streets",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PhillyStreets_Historic_Streets.xml,"4560347: Philadelphia (country, state, region,...), Pennsylvania, United States",2016,,,,,,,,"Penn State",,"Streets - Historic Streets: Philadephia, Pennsylvania",Transportation,,,,"City of Philadelphia",,,Public,,Files,English,Dataset,ef464f87-f802-4df6-ba02-a6c4c256d12d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ef464f87-f802-4df6-ba02-a6c4c256d12d,,Vector,,"-75.059226,39.913218,-75.258946,40.090985","40.0021015,-75.159086",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7088,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7088,,,,,,Dataset,"08a-01 PASDA",0,0
"Philadelphia Streets - Highway Subsections arc",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PhillyStreets_Highway_Subsections_arc.xml,"4560347: Philadelphia (country, state, region,...), Pennsylvania, United States",2016,,,,,,,,"Penn State",,"Streets - Highway Subsections arc: Philadephia, Pennsylvania","Planning and Cadastral",,,,"City of Philadelphia",,,Public,,Files,English,Dataset,13b4eacf-96d4-4e9d-9ef5-7de6a461926d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13b4eacf-96d4-4e9d-9ef5-7de6a461926d,,Vector,,"-74.954039,39.861287,-75.284167,40.143797","40.002542,-75.119103",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7087,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7087,,,,,,Dataset,"08a-01 PASDA",0,0
"Philadelphia Streets - Highway Districts",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PhillyStreets_Highway_Districts_arc.xml,"4560347: Philadelphia (country, state, region,...), Pennsylvania, United States",2016,,,,,,,,"Penn State",,"Streets - Highway Districts arc: Philadephia, Pennsylvania",Transportation,,,,"City of Philadelphia",,,Public,,Files,English,Dataset,ea079264-dd00-42c2-aa93-5771f939994c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea079264-dd00-42c2-aa93-5771f939994c,,Vector,,"-74.955763,39.8715137,-75.280303,40.1379918","40.00475275,-75.118033",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7084,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7084,,,,,,Dataset,"08a-01 PASDA",0,0
"Philadelphia Streets - Highway Sections",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PhillyStreets_Highway_Sections.xml,"4560347: Philadelphia (country, state, region,...), Pennsylvania, United States",2016,,,,,,,,"Penn State",,"Streets - Highway Sections: Philadephia, Pennsylvania",Transportation,,,,"City of Philadelphia",,,Public,,Files,English,Dataset,bf04ca3e-d7f3-47c7-9c9b-04b8d14e92a5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bf04ca3e-d7f3-47c7-9c9b-04b8d14e92a5,,Vector,,"-74.954039,39.861288,-75.284167,40.143797","40.0025425,-75.119103",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7085,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7085,,,,,,Dataset,"08a-01 PASDA",0,0
"Philadelphia Streets - Curblines",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PhillyStreets_curblines.xml,"4560347: Philadelphia (country, state, region,...), Pennsylvania, United States",2016,,,,,,,,"Penn State",,"Streets - Curblines: Philadephia, Pennsylvania",Transportation,,,,"City of Philadelphia",,,Public,,Files,English,Dataset,fd80ef8f-c139-4fd4-a8f9-7b80f669a74b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fd80ef8f-c139-4fd4-a8f9-7b80f669a74b,,Vector,,"-74.955645,39.851173,-75.285383,40.144365","39.997769,-75.120514",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7080,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7080,,,,,,Dataset,"08a-01 PASDA",0,0
"Philadelphia Streets - City Owned Bridges",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PhillyStreets_City_Owned_Bridges.xml,"4560347: Philadelphia (country, state, region,...), Pennsylvania, United States",2016,,,,,,,,"Penn State",,"Streets - City Owned Bridges: Philadephia, Pennsylvania",Transportation,,,,"City of Philadelphia",,,Public,,Files,English,Dataset,1af23dc6-f57e-4fd5-9d57-21ad41013214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1af23dc6-f57e-4fd5-9d57-21ad41013214,,Vector,,"-74.960132,39.893453,-75.282997,40.135953","40.014703,-75.1215645",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7078,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7078,,,,,,Dataset,"08a-01 PASDA",0,0
"Philadelphia Streets - City Plan Boundary",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PhillyStreets_City_Plan_Boundary.xml,"4560347: Philadelphia (country, state, region,...), Pennsylvania, United States",2016,,,,,,,,"Penn State",,"Streets - City Plan Boundary: Philadephia, Pennsylvania","Planning and Cadastral",,,,"City of Philadelphia",,,Public,,Files,English,Dataset,43918cd5-d0c1-425f-99df-b8677fb6edbb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43918cd5-d0c1-425f-99df-b8677fb6edbb,,Vector,,"-74.954039,39.862007,-75.284141,40.143797","40.002902,-75.11909",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7079,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7079,,,,,,Dataset,"08a-01 PASDA",0,0
"Philadelphia Police - INCIDENTS 2014",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PhillyPolice_INCIDENTS_2014.xml,"4560347: Philadelphia (country, state, region,...), Pennsylvania, United States",2016,,,,,,,,"Penn State",,"Police - INCIDENTS 2014: Philadephia, Pennsylvania",Society,,,,"City of Philadelphia",,,Public,,Files,English,Dataset,329d31e9-2780-48af-bf84-2c36f11b2d40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329d31e9-2780-48af-bf84-2c36f11b2d40,,Vector,,"-74.957567,39.120795,-84.693696,40.137245","39.62902,-79.8256315",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7073,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7073,,,,,,Dataset,"08a-01 PASDA",0,0
"Philadelphia Police - INCIDENTS 2013",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PhillyPolice_INCIDENTS_2013.xml,"4560347: Philadelphia (country, state, region,...), Pennsylvania, United States",2016,,,,,,,,"Penn State",,"Police - INCIDENTS 2013: Philadephia, Pennsylvania",Society,,,,"City of Philadelphia",,,Public,,Files,English,Dataset,a90429ee-268c-48b4-9516-275bae5a046d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a90429ee-268c-48b4-9516-275bae5a046d,,Vector,,"-74.957567,39.120795,-84.693696,40.137245","39.62902,-79.8256315",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7072,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7072,,,,,,Dataset,"08a-01 PASDA",0,0
"Philadelphia Police - INCIDENTS 2012",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PhillyPolice_INCIDENTS_2012.xml,"4560347: Philadelphia (country, state, region,...), Pennsylvania, United States",2016,,,,,,,,"Penn State",,"Police - INCIDENTS 2012: Philadephia, Pennsylvania",Society,,,,"City of Philadelphia",,,Public,,Files,English,Dataset,696a6abb-dba5-4a37-9a14-aa7314c593a0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696a6abb-dba5-4a37-9a14-aa7314c593a0,,Vector,,"-74.957567,39.120795,-84.693696,40.137245","39.62902,-79.8256315",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7071,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7071,,,,,,Dataset,"08a-01 PASDA",0,0
"Philadelphia Police - INCIDENTS 2011",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PhillyPolice_INCIDENTS_2011.xml,"4560347: Philadelphia (country, state, region,...), Pennsylvania, United States",2016,,,,,,,,"Penn State",,"Police - INCIDENTS 2011: Philadephia, Pennsylvania",Society,,,,"City of Philadelphia",,,Public,,Files,English,Dataset,2fc47884-df0a-43ee-9754-2d83c34c9448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2fc47884-df0a-43ee-9754-2d83c34c9448,,Vector,,"-74.957567,39.120795,-84.693696,40.137245","39.62902,-79.8256315",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7070,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7070,,,,,,Dataset,"08a-01 PASDA",0,0
"Philadelphia Police - INCIDENTS 2010",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PhillyPolice_INCIDENTS_2010.xml,"4560347: Philadelphia (country, state, region,...), Pennsylvania, United States",2016,,,,,,,,"Penn State",,"Police - INCIDENTS 2010: Philadephia, Pennsylvania",Society,,,,"City of Philadelphia",,,Public,,Files,English,Dataset,faf5a225-ac87-42f4-8d48-a5a45abd8f58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,faf5a225-ac87-42f4-8d48-a5a45abd8f58,,Vector,,"-74.957567,39.120795,-84.693696,40.137245","39.62902,-79.8256315",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7069,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7069,,,,,,Dataset,"08a-01 PASDA",0,0
"Philadelphia Police - INCIDENTS 2009",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PhillyPolice_INCIDENTS_2009.xml,"4560347: Philadelphia (country, state, region,...), Pennsylvania, United States",2016,,,,,,,,"Penn State",,"Police - INCIDENTS 2009: Philadephia, Pennsylvania",Society,,,,"City of Philadelphia",,,Public,,Files,English,Dataset,952a4627-642e-44cf-a099-31c60fac2495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952a4627-642e-44cf-a099-31c60fac2495,,Vector,,"-74.957567,39.120795,-84.693696,40.137245","39.62902,-79.8256315",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7068,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7068,,,,,,Dataset,"08a-01 PASDA",0,0
"Philadelphia Police - INCIDENTS 2008",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PhillyPolice_INCIDENTS_2008.xml,"4560347: Philadelphia (country, state, region,...), Pennsylvania, United States",2016,,,,,,,,"Penn State",,"Police - INCIDENTS 2008: Philadephia, Pennsylvania",Society,,,,"City of Philadelphia",,,Public,,Files,English,Dataset,3854ae10-6c24-4fb9-9459-9749ea0583e6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3854ae10-6c24-4fb9-9459-9749ea0583e6,,Vector,,"-74.957567,39.120795,-84.693696,40.137245","39.62902,-79.8256315",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7067,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7067,,,,,,Dataset,"08a-01 PASDA",0,0
"Philadelphia Police - INCIDENTS 2007",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PhillyPolice_INCIDENTS_2007.xml,"4560347: Philadelphia (country, state, region,...), Pennsylvania, United States",2016,,,,,,,,"Penn State",,"Police - INCIDENTS 2007: Philadephia, Pennsylvania",Society,,,,"City of Philadelphia",,,Public,,Files,English,Dataset,60199375-50ae-4ee3-af99-2f4d85a14af3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60199375-50ae-4ee3-af99-2f4d85a14af3,,Vector,,"-74.957567,39.120795,-84.693696,40.137245","39.62902,-79.8256315",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7066,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7066,,,,,,Dataset,"08a-01 PASDA",0,0
"Philadelphia Police - INCIDENTS 2006",,,,,,,,,,,,,,,,,,"Pennsylvania Spatial Data Access (PASDA)",,,,,,,,,,http://www.pasda.psu.edu/metadata/harvest/PhillyPolice_INCIDENTS_2006.xml,"4560347: Philadelphia (country, state, region,...), Pennsylvania, United States",2016,,,,,,,,"Penn State",,"Police - INCIDENTS 2006: Philadephia, Pennsylvania",Society,,,,"City of Philadelphia",,,Public,,Files,English,Dataset,811969b9-be50-45ef-b80c-7aa20953bede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,811969b9-be50-45ef-b80c-7aa20953bede,,Vector,,"-74.957567,39.120795,-84.693696,40.137245","39.62902,-79.8256315",,,2016,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7065,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=7065,,,,,,Dataset,"08a-01 PASDA",0,0
