"Dublin Core:Title","Dublin Core:Description","Dublin Core:Rights","Dublin Core:Provenance","Dublin Core:Is Part Of","Dublin Core:Subject","Dublin Core:Spatial Coverage","Dublin Core:Temporal Coverage","Dublin Core:Date Issued","Dublin Core:Creator","Dublin Core:Publisher","Dublin Core:Format","Dublin Core:Language","Dublin Core:Type","Dublin Core:Identifier","Dublin Core:Relation","Dublin Core:References","Dublin Core:Source","Dublin Core:Date","Dublin Core:Contributor","Dublin Core:Coverage","Dublin Core:Alternative Title","Dublin Core:Abstract","Dublin Core:Table Of Contents","Dublin Core:Date Available","Dublin Core:Date Created","Dublin Core:Date Accepted","Dublin Core:Date Copyrighted","Dublin Core:Date Submitted","Dublin Core:Date Modified","Dublin Core:Date Valid","Dublin Core:Access Rights","Dublin Core:License","Dublin Core:Conforms To","Dublin Core:Has Format","Dublin Core:Has Part","Dublin Core:Has Version","Dublin Core:Is Format Of","Dublin Core:Is Referenced By","Dublin Core:Is Replaced By","Dublin Core:Is Required By","Dublin Core:Is Version Of","Dublin Core:Replaces","Dublin Core:Requires","Dublin Core:Extent","Dublin Core:Medium","Dublin Core:Bibliographic Citation","Dublin Core:Accrual Method","Dublin Core:Accrual Periodicity","Dublin Core:Accrual Policy","Dublin Core:Audience","Dublin Core:Audience Education Level","Dublin Core:Mediator","Dublin Core:Instructional Method","Dublin Core:Rights Holder","Item Type Metadata:Text","Item Type Metadata:Interviewer","Item Type Metadata:Interviewee","Item Type Metadata:Location","Item Type Metadata:Transcription","Item Type Metadata:Local URL","Item Type Metadata:Original Format","Item Type Metadata:Physical Dimensions","Item Type Metadata:Duration","Item Type Metadata:Compression","Item Type Metadata:Producer","Item Type Metadata:Director","Item Type Metadata:Bit Rate/Frequency","Item Type Metadata:Time Summary","Item Type Metadata:Email Body","Item Type Metadata:Subject Line","Item Type Metadata:From","Item Type Metadata:To","Item Type Metadata:CC","Item Type Metadata:BCC","Item Type Metadata:Number of Attachments","Item Type Metadata:Standards","Item Type Metadata:Objectives","Item Type Metadata:Materials","Item Type Metadata:Lesson Plan Text","Item Type Metadata:URL","Item Type Metadata:Event Type","Item Type Metadata:Participants","Item Type Metadata:Birth Date","Item Type Metadata:Birthplace","Item Type Metadata:Death Date","Item Type Metadata:Occupation","Item Type Metadata:Biographical Text","Item Type Metadata:Bibliography","Item Type Metadata:Notes","Item Type Metadata:Stage",GeoBlacklight:UUID,"GeoBlacklight:Layer ID",GeoBlacklight:Slug,"GeoBlacklight:Geometry Type","GeoBlacklight:Layer Modified Date","GeoBlacklight:GeoRSS Box","GeoBlacklight:GeoRSS Polygon","GeoBlacklight:GeoRSS Point","GeoBlacklight:Apache Solr Geometry","GeoBlacklight:Apache Solr Bounding Box","GeoBlacklight:Apache Solr Year","GeoBlacklight:Information Page",GeoBlacklight:Thumbnail,"GeoBlacklight:Download File","GeoBlacklight:IIIF Server","GeoBlacklight:Esri Rest Service","GeoBlacklight:Web Map Service",tags,file,itemType,collection,public,featured
"No. 1, plan of the old streets about London Bridge ;No. 2, plan of a new street, propos'd to be built from the Royal Exchange to London Bridge.","At head of title: ""Gent Mag."": Original version published [London]: Gentleman's Magazine, [1760?]; Scale not given",Public,"Michigan State","Michigan State University Map Library",,"2643743: London (city, village,...), England, United Kingdom",1760,,,,JPEG,English,Image,6aba9aa6-b75d-49ac-b4e4-6b01543fe2c9,,,"Print version:No. 1, plan of the old streets about London Bridge(OCoLC)931736304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,6aba9aa6-b75d-49ac-b4e4-6b01543fe2c9,,,"Image",,"-0.08,51.5,-0.0601,51.5001",,"51.50005,-0.07005",,,1760,https://lib.msu.edu/branches/map/scanned/Europe/621-d-E-1760-400,https://archive.lib.msu.edu/maps/public/images/621-d-E-1760-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/Magazines/621-d-E-1760-400.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"A map of the countries adjacent to Carlisle, shewing the route of the rebels with their principal fords over ye Rr. Eden","Title from cartouche. Includes inset drawing: The West prospect of Carlisle Castle. Includes index.: Original version published [London]: [Gentleman's Magazine], [1746?]; Scale approximately 1:50,000",Public,"Michigan State","Michigan State University Map Library",,"2635167: Great Britain (country, state, region,...), United Kingdom",1746,,"Smith, G.",,JPEG,English,Image,ec765dbe-a89a-4646-a282-88303a22c163,,,"Print version:Smith, G.Map of the countries adjacent to Carlisle, shewing the route of the rebels ...(OCoLC)931736510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,ec765dbe-a89a-4646-a282-88303a22c163,,,"Image",,"-3.0301,54.8301,-2.86,54.95",,"54.89005,-2.94505",,,1746,http://www.lib.msu.edu/branches/map/JPEGS/621-c-B-1746Cumbria/,https://archive.lib.msu.edu/maps/public/images/621-c-B-1746-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/Magazines/621-c-B-1746Cumbria.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"A map of Upper Saxony comprehending that part of Germany which is the present seat of war.","From: Gentleman's Magazine and Historical Chronicle, vol. 27, 1757. Original version published [London?], [1757]; Scale approximately 1:2,534,400",Public,"Michigan State","Michigan State University Map Library",,"2921044: Germany (country, state, region,...), Germany",1757,,,,JPEG,English,Image,90e58745-de41-4b35-a02f-2fc6f53c28ff,,,"Print version:Map of Upper Saxony comprehending that part of Germany which is the present seat of war(OCoLC)300586490",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,90e58745-de41-4b35-a02f-2fc6f53c28ff,,,"Image",,"9.6,50.86,18.83,54.95",,"52.905,14.215",,,1757,http://www.lib.msu.edu/branches/map/scanned/europe/600-3-B-1757-sax-400,https://archive.lib.msu.edu/maps/public/images/600-3-B-1757-sax-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/Magazines/600-3-B-1757-sax-400.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"Map of Liberia. Compiled from data on file in the office of the American Colonization Society, under the direction of the Rev. W. McLain, Sec.","Relief shown by hachures. Includes inset of Vicinity of Monrovia, surveyed by J. Ashmun; 1825. Original version published Baltimore: Lith. by E. Weber & Co., 1845. Scale 1:760,000",Public,"Michigan State","Michigan State University Map Library",,"2275384: Liberia (country, state, region,...), Liberia",1845,,"Coyle, Randolph,cartographer.",,JPEG,English,Image,a67fd7b2-c255-4bc1-a4fc-c9afa78d2e1a,,,"Print version:Coyle, R.Map of Liberia(OCoLC)44768692",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,a67fd7b2-c255-4bc1-a4fc-c9afa78d2e1a,,,"Image",,"-11.46,4.3,-7.36,8.55",,"6.425,-9.41",,,1845,https://lib.msu.edu/branches/map/MSU-Scanned/Africa/326_A-1845_l,https://archive.lib.msu.edu/maps/public/images/326_A-1845-th.jpg,https://archive.lib.msu.edu/maps/MSU-Scanned/Africa/326_A-1845_l.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"Opper-Ethiopien of 't Ryk Der Abyssinen /Jeronimo Lobo","Relief shown by land forms. Copperplate engraving.: Original version published Leyden/Leiden: Pieter Vander Aa, [1707?] Scale approximately 1:16,000,000",Public,"Michigan State","Michigan State University Map Library",,"337996: Ethiopia (country, state, region,...), Ethiopia",1707,,"Lobo, Jerónimo and Manuel de Almeida.",,JPEG,German,Image,6c4b70e1-4e84-485c-9754-c48e60504e35,,,"Print version:Lobo, Jerónimo, 1596?-1678.Opper-Ethiopien of 't Ryk Der Abyssinen(OCoLC)931791508",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,6c4b70e1-4e84-485c-9754-c48e60504e35,,,"Image",,"24.25,5,50.61,25",,"15,37.43",,,1707,https://lib.msu.edu/branches/map/MSU-Scanned/Africa/300point4-A-1707Lobo/,https://archive.lib.msu.edu/maps/public/images/300point4-A-1707Lobo-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/Africa/300point4-A-1707Lobo.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"Pour l'intelligence du mémoire sur les riviéres de l'interieur de l'Afrique","Relief shown pictorially. Includes ancillary map ""Tabula ad Ptolemaicam descriptionem exacta."" ""Mém. de l'Acad. des Belles-Lettres, T. XXVI, p. 64."" Likely detached from: Mémoires de littérature tiréz des registres de l'Académie royale des inscriptions et belles lettres: depuis l'année MDCCLII, jusques & compris année MDCCLIV: Tome vingt-sixieeeme.",Public,"Michigan State","Michigan State University Map Library",,"6255146: Africa (parks,area, ...)",1754,,"Anville, Jean Baptiste Bourguignon d'",,JPEG,French,Image,d644148f-deed-460b-844b-530c1b9ea247,,,"Print version:Anville, Jean Baptiste Bourguignon d', 1697-1782.Pour l'intelligence du mémoire sur les riviéres de l'interieur de l'Afrique(OCoLC)913579818",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,d644148f-deed-460b-844b-530c1b9ea247,,,"Image",,"-17.78,5,43.71,37.51",,"21.255,12.965",,,1754,https://lib.msu.edu/branches/map/MSU-Scanned/Africa/300point3-H-1754NAfrica,https://archive.lib.msu.edu/maps/public/images/300point3-H-1754NAfrica-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/Africa/300point3-H-1754NAfrica.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"Charte von Nieder Guinea und den angrenzenden laeendern Sud Afrika's. Nach den neuesten und besten hulssmitteln","Relief shown by hachures. Covers central Africa from Angola in the south to Mozambique, Zambia, and Congo in the north. In right margin: ""An dieses blatt schliesst sich die charte von der Kafferkuste."": Original version published Weimar: Verlage des Industrie Comptoirs, 1801. Scale approximately 1:6,000,000",Public,"Michigan State","Michigan State University Map Library",,"3351879: Angola (country, state, region,...), Angola",1801,,"Reinecke, J. C. M.(Johann Christoph Matthias)",,JPEG,German,Image,e3db77fa-a6ef-4276-a1b4-2fa47733cc02,,,"Print version:Reinecke, J. C. M. (Johann Christoph Matthias), 1770-1818.Charte von Nieder Guinea und den angrenzenden ländern Sud Afrika's(OCoLC)497539457",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,e3db77fa-a6ef-4276-a1b4-2fa47733cc02,,,"Image",,"8.43,-26,29.96,0",,"-13,19.195",,,1801,http://www.lib.msu.edu/branches/map/MSU-Scanned/Africa/300pt1-c-A-1801,https://archive.lib.msu.edu/maps/public/images/300pt1-c-A-1801-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/Africa/300pt1-c-A-1801.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
Africa,"Pubd. Feby. 15, 1834, by J. Arrowsmith, 35 Essex Street Strand. Hand colored in outline. Relief shown by hachures. Prime meridian: Greenwich. From [London atlas of universal geography]. London: J. Arrowsmith, [1837], plate 22.",Public,"Michigan State","Michigan State University Map Library",,"6255146: Africa (parks,area, ...)",1834,,"Arrowsmith, John",,JPEG,English,Image,7da8f29b-8879-40f0-ac40-c72f14ec2d02,,,"Print version:Arrowsmith, John, 1790-1873.Africa(OCoLC)756773087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,7da8f29b-8879-40f0-ac40-c72f14ec2d02,,,"Image",,"-18.6,-35.3,52.3,37.15",,"0.925000000000001,16.85",,,1834,https://lib.msu.edu/branches/map/MSU-Scanned/Africa/300-A-1834/,https://archive.lib.msu.edu/maps/public/images/300-A-1834-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/Africa/300-A-1834.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"Carte generale de l'Afrique","Relief indicated by hachures. Includes text. Paris meridian.Original version published Paris: Brue, 1828. Scale approximately 1:24,710,400",Public,"Michigan State","Michigan State University Map Library",,"6255146: Africa (parks,area, ...)",1828,,"Brué, Adrien Hubert",,JPEG,French,Image,c2add817-771e-467d-968e-7d1d9b2bce8a,,,"Print version:Brué, A. (Adrien Hubert), 1786-1832.Carte generale de l'Afrique(OCoLC)20386657",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,c2add817-771e-467d-968e-7d1d9b2bce8a,,,"Image",,"-18.6,-35.3,52.3,37.13",,"0.915000000000003,16.85",,,1828,https://lib.msu.edu/branches/map/MSU-Scanned/Africa/300-A-1828/,https://archive.lib.msu.edu/maps/public/images/300-A-1828-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/Africa/300-A-1828.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
Africa,"Relief shown by hachures. ""Published April 1, 1810, by R. Phillips, Bridge Street, Blackfriars, London."" Shows place names and names of regions/kingdoms. Some boundary lines are shown in coastal areas.: Original version published London: R. Phillips, 1810. Scale approximately 1:7,600,000",Public,"Michigan State","Michigan State University Map Library",,"6255146: Africa (parks,area, ...)",1810,,Cooper,,JPEG,English,Image,cbbf3302-ebba-4957-b5c3-471328d1d042,,,"Print version:Cooper.Africa(OCoLC)913473646",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,cbbf3302-ebba-4957-b5c3-471328d1d042,,,"Image",,"-18.6,-35.3,52.3,37.12",,"0.91,16.85",,,1810,https://lib.msu.edu/branches/map/MSU-Scanned/Africa/300-A-1810Phillips/,https://archive.lib.msu.edu/maps/public/images/300-A-1810Phillips-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/Africa/300-A-1810Phillips.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
Africa,"Relief shown pictorially. ""1804 J. Russell del. et sc."" handwritten in pencil on map margin. ""Engraved for the Compendious Geographical Dictionary""--top margin. Likely detached from: A compendious geographical dictionary, published London: Printed for W. Peacock and Sons, Salisbury-Square, Fleet-Street ; By C. Rickaby, Peterborough-Court, 1804. Shows place names and regional/kingdom names. Scale not given",Public,"Michigan State","Michigan State University Map Library",,"6255146: Africa (parks,area, ...)",1804,,"Russell, John",,JPEG,English,Image,3836e916-3c1e-4cdc-8bf0-241f2d11ec05,,,"Print version:Russell, J.Africa(OCoLC)913476683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,3836e916-3c1e-4cdc-8bf0-241f2d11ec05,,,"Image",,"-18.6,-35.3,52.3,37.11",,"0.905000000000001,16.85",,,1804,https://lib.msu.edu/branches/map/MSU-Scanned/Africa/300-A-1804Compendious/,https://archive.lib.msu.edu/maps/public/images/300-A-1804Compendious-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/Africa/300-A-1804Compendious.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"Africa, upon the globular projection","Relief shown pictorially. ""Engraved for the General magazine of arts & sciences, for W. Owen at Temple Bar 1763."" Prime meridian: London. Map was likely detached from Volume II of: A new and comprehensive system of philology; or, a treatise of the literary arts and sciences, according to their present state / by Benjamin Martin, published in 1764.",Public,"Michigan State","Michigan State University Map Library",,"6255146: Africa (parks,area, ...)",1764,,"Bowen, Emanuel",,JPEG,English,Image,bbf4a68d-4b3d-49dd-b0c9-596dad9cf472,,,"Print version:Bowen, Emanuel, -1767.Africa, upon the globular projection(OCoLC)913487125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,bbf4a68d-4b3d-49dd-b0c9-596dad9cf472,,,"Image",,"-18.6,-35.3,52.3,37.10",,"0.900000000000002,16.85",,,1764,https://lib.msu.edu/branches/map/MSU-Scanned/Africa/300-A-1763Owen,https://archive.lib.msu.edu/maps/public/images/300-A-1763Owen-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/Africa/300-A-1763Owen.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"Africa, corrected from observations of Mess. of ye Royal Societies at London and Paris","Decorative title cartouche depicting animals. Dedication: To Owen Brigstocke of Lechdony in the County of Carmarthen. Shows boundaries, rivers, forests and principal settlements, with tents symbolising areas inhabited by nomads, and notes. ""by C Price at ye Archimedes & Globe in Ludgate Street, London, where are made all sorts of Globes & Maps, 1711."" Relief shown pictorially. London meridian. Original version published London: C. Price & I. Senex, 1711. Scale 1:10,000,000",Public,"Michigan State","Michigan State University Map Library",,"6255146: Africa (parks,area, ...)",1711,,"Price, Charles",,JPEG,English,Image,93553910-3082-40b5-af58-4b4599395412,,,"Print version:Price, C. (Charles), active 1680-1720.Africa(OCoLC)61566074",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,93553910-3082-40b5-af58-4b4599395412,,,"Image",,"-18.6,-35.3,52.3,37.9",,"1.3,16.85",,,1711,https://lib.msu.edu/branches/map/MSU-Scanned/Africa/300-A-1711-Price,https://archive.lib.msu.edu/maps/public/images/300-A-1711-Price-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/Africa/300-A-1711-Price.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"Carte des lacs du Canada. Dressée sur les manuscrits du depost des cartes, plans et journaux de la marine et sur le Journal du RP. de Charlevoix.","Relief shown pictorially and by hachures. Scales in lieues communes de France de 2282 toises, and grandes lieues de France de 2853 toises. Prime meridian: Paris. Removed from: Charlevoix, Pierre F.X. de. Histoire et description de la Nouvelle France. Paris, 1744. Scale approximately 1:4,000,000",Public,"Michigan State","Michigan State University Map Library",,"4994594: Great Lakes (stream, lake, ...), United States",1744,,"Bellin, Jacques Nicolas",,JPEG,French,Image,86b3aa4c-1433-47ab-b8e7-7779d6570204,,,"Print version:Bellin, Jacques Nicolas, 1703-1772.Carte des lacs du Canada(OCoLC)35063128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,86b3aa4c-1433-47ab-b8e7-7779d6570204,,,"Image",,"-92,41,-76,49",,"45,-84",,,1744,https://lib.msu.edu/branches/map/MSU-Scanned/North_America_Canada/100-1-A-1744-bellin/,https://archive.lib.msu.edu/maps/public/images/1744-bellin-th.jpg,https://archive.lib.msu.edu/maps/MSU-Scanned/North_America_Canada/100-1-A-1744-bellin.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"Carte nouvelle de l'Amerique angloise: Contenant la Virginie, Mary-Land, Caroline, Pennsylvania, Nouvelle Iorck, N. Iarsey, N. France, et les terres nouvellement decouerte dresse sur les relations les plus nouvelles","Relief shown pictorially. Author attribution based on LC's cataloging of earlier variant of same title, and Cumming 129, published ""chez Pierre Mortier Libraire,"" [1700]. ""Avec privilege de nos Seigneurs les Etats."" J. Covens and C. Mortier began operating as a firm in 1721--Stock catalogs of maps and atlases by Covens & Mortier, p. 11. Originally printed on 2 sheets. Includes inset of Boston harbor area.: Original version published Amsterdam: Chez Jean  Cóvens et Corneille Mortier, [172-?]. Scale approximately 1:6,000,000",Public,"Michigan State","Michigan State University Map Library",,"4994594: Great Lakes (stream, lake, ...), United States",1721,,"Sanson, Nicolas",,JPEG,English,Image,68810b7e-bb34-4cd7-b92e-89f93ea3a8ac,,,"Print version:Sanson, Nicolas, 1600-1667.Carte nouvelle de l'Amerique angloise(OCoLC)40222879",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,68810b7e-bb34-4cd7-b92e-89f93ea3a8ac,,,"Image",,"-93,30,-40,65",,"47.5,-66.5",,,1721,http://www.lib.msu.edu/branches/map/NAJPEGs/mortier-100-c-A-1721/,https://archive.lib.msu.edu/maps/public/images/mortier-100-c-A-1721th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/North_America_Canada/mortier-100-c-A-1721.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"Etats-Unis de l'Amérique Septentrionale avec les isles Royale, de Terre Neuve, de St. Jean, l'Acadie & c.","Printed from same plate as Delamarche imprint but with change of publisher and addition below title of: Supplément à l'atlas de M. Robert de Vaugondy. Prime meridians: Isle de Fer and Paris. Includes table at lower right giving populations of individual states.Original version published Paris: Chez Boudet imprimeur du roi, 1785.; Scale 1:7,500,000",Public,"Michigan State","Michigan State University Map Library",,"6252001: United States (country, state, region,...), United States",1785,,"Delamarche, Charles François,1740-1817.",,JPEG,French,Image,9ba31e91-fe68-4105-a3a7-2e2873014247,,,"Print version:Delamarche, Charles François, 1740-1817.Etats-Unis de l'Amé̆rique Septentrionale avec les isles Royale, de Terre Neuve, de St. Jean, l'Acadie & c 1785(OCoLC)82700953",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,9ba31e91-fe68-4105-a3a7-2e2873014247,,,"Image",,"-104.4,24.51,-51.5,55.36",,"39.935,-77.95",,,1785,http://www.lib.msu.edu/branches/map/NAJPEGs/100-c-A-1785/,https://archive.lib.msu.edu/maps/public/images/100-c-A-1785-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/North_America_Canada/100-c-A-1785.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"Partie de l'Amérique Septent? qui comprend la Nouvelle France ou le Canada.","Relief shown pictorially and by hachures. Prime meridian: [Ferro]. ""par le Sr. Robert de Vaugondy, géog? ordinaire du roi ; C. Haussard, sculp."" Cf. Karpinski, LXIV. Inset: Supplement pour les lacs du Canada. Original version published [Paris]: [Robert de Vaugondy], 1755. Scale approximately 1:4,000,000",Public,"Michigan State","Michigan State University Map Library",,"4994594: Great Lakes (stream, lake, ...), United States",1755,,"Robert de Vaugondy, Gilles",,JPEG,French,Image,210e3701-ef3a-40ec-8e93-4dd2e83897d4,,,"Print version:Robert de Vaugondy, Gilles, 1688-1766.Partie de l'Amérique Septent? qui comprend la Nouvelle France ou le Canada(OCoLC)80997637",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,210e3701-ef3a-40ec-8e93-4dd2e83897d4,,,"Image",,"-96,41,-52,52",,"46.5,-74",,,1755,http://www.lib.msu.edu/branches/map/NAJPEGs/100-c-A-1755/,https://archive.lib.msu.edu/maps/public/images/100-c-A-1755-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/North_America_Canada/100-c-A-1755.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"Le Canada, ou Nouvelle France, &c. :ce qui est le plus advance vers le Septentrion est tiré de diverses Relations des Anglois, Danois, &c. Vers le Midy les Costes de Virginie, Nouvlle Suede, Nouveau Pays Bas, et Nouvelle Angleterre Sont tirées de celles des Anglois, Hollandois, &c. La Grande Riviere de Canada ou de St Laurens, et tous les environs sont suivant les Relations des Francois","Relief shown pictorially. Title in decorated cartouche. ""I. Somer sculpsit."" ""Avecq Privilege du Roy, pour vingt Ans."" Appeared in editions of Nicolas Sanson, Cartes générales de toutes les parties du monde",Public,"Michigan State","Michigan State University Map Library",,"4994594: Great Lakes (stream, lake, ...), United States",1656,,"Sanson, Nicolas",,JPEG,French,Image,62e99faf-84d7-4632-9069-2bff58373d8b,,,"Print version:Sanson, Nicolas, 1600-1667.Le Canada, ou Nouvelle France, &c.(OCoLC)32881783",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,62e99faf-84d7-4632-9069-2bff58373d8b,,,"Image",,"-93.5,30.75,-40.95,62.41",,"46.58,-67.225",,,1755,http://www.lib.msu.edu/branches/map/NAJPEGs/100-c-A-1656.jpg,https://archive.lib.msu.edu/maps/public/images/100-c-A-1656-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/North_America_Canada/100-c-A-1656.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"The British governments in Nth. America: Laid down agreeable to the proclamation of Octr. 7, 1763 /J. Gibson sculp.","Shows colonial boundaries and locations of Indian tribes. Relief indicated pictorially. Map detached from: Gentleman's magazine. Vol. 33",Public,"Michigan State","Michigan State University Map Library",,"3573345: Bermuda (country, state, region,...), Bermuda",1763,,"Gibson, John",,JPEG,English,Image,c0ad5b3a-6732-48ca-9298-13e56ed284be,,,"Print version:Gibson, J. (John), active 1750-1792.The British governments in Nth. America(OCoLC)8835408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,c0ad5b3a-6732-48ca-9298-13e56ed284be,,,"Image",,"-97.2,21.28,-52.11,55.76",,"38.52,-74.655",,,1763,https://lib.msu.edu/branches/map/scanned/NAmerica/100-cB-1763-400,https://archive.lib.msu.edu/maps/public/images/100-c-B-1763-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/Magazines/100-c-B-1763-400.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
"North America upon the globular projection, drawn from the latest and best authorities /by Eman. Bowen, geogr. to his late majy.","Relief shown pictorially. ""Engraved for the General magazine of arts & sciences, for W. Owen at Temple Bar, 1763."" Map was likely extracted from: Volume II of A new and comprehensive system of philology; or, a treatise of the literary arts and sciences, according to their present state. By Benjamin Martin, published in London in 1764. Originally published in monthly installments as: The General Magazine of Arts and Sciences, Philosophical, Philological, Mathematical and Mechanical. Prime meridian: London. Shows colonial boundaries. Scale not given.",Public,"Michigan State","Michigan State University Map Library",,"6255149: North America (parks,area, ...)",1763,,"Bowen, Emanuel",,JPEG,English,Image,6b0f9274-dd09-4570-819e-99b018bce2c9,,,"Print version:Bowen, Emanuel, -1767.North America upon the globular projection, drawn from the latest and best authorities(OCoLC)931771135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Draft,6b0f9274-dd09-4570-819e-99b018bce2c9,,,"Image",,"-150,0,1.83,70",,"35,-74.085",,,1763,https://lib.msu.edu/branches/map/scanned/NAmerica/100-A-1763-400,https://archive.lib.msu.edu/maps/public/images/100-c-A-1763-th.jpg,http://archive.lib.msu.edu/maps/MSU-Scanned/Magazines/100-c-A-1763-400.jpg,,,,,,Published,"06d-01 Michigan State University Map Library",0,0
