dc_identifier_s,dc_title_s,dc_description_s,dc_rights_s,dc_format_s,dc_language_s,dc_type_s,dc_publisher_sm__-,dc_creator_sm,dc_subject_sm,dct_provenance_s,dct_references_s,dct_isPartOf_sm,dct_issued_s,dct_temporal_sm__-,dct_spatial_sm,dc_relation_sm,thumbnail_path_ss,layer_slug_s,layer_geom_type_s,layer_modified_dt,centroid_s,solr_geom,solr_year_i
7a0709ed-c4d4-4e33-96f4-5f009cea4fe3,"Atlas of Keokuk County, Iowa, 1912","(The Sigourney Review, 1912, Atlas of Keokuk County, Iowa); 1 atlas.: b&w.; 36 x 46 cm Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,The Sigourney Review,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/12544""}",Iowa Counties Historic Atlases,1912,1912,"Keokuk County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4863357|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/12544,7a0709ed-c4d4-4e33-96f4-5f009cea4fe3,Paper Map,2017-12-8T15:0:20Z,"41.33596229555,-92.17946624755","ENVELOPE(-92.4136047363, -91.9453277588, 41.5107955933, 41.1611289978)",1912
f60f64b4-c8e5-41fb-b477-fdeb84d1cd65,"Atlas of Henry County, Iowa, 1931","(Kean Map Co., 1931, Atlas of Henry County, Iowa); 1 atlas: b&w.; 31 X 39 cm. No known copyright restrictions. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Kean Map Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/12504""}",Iowa Counties Historic Atlases,1931,1931,"Henry County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4860353|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/12504,f60f64b4-c8e5-41fb-b477-fdeb84d1cd65,Paper Map,2017-12-8T15:0:20Z,"40.9876747131,-91.5452537537","ENVELOPE(-91.7192153931, -91.3712921143, 41.1630477905, 40.8123016357)",1931
e7812026-965c-4de9-a200-e87bd818975b,"Atlas and Farm Directory of Clayton County, Iowa, 1914","(Webb Publishing Co., 1914, Atlas and Farm Directory of Clayton County, Iowa); 1 atlas: b&w.; 31 X 41 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Webb Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/12489""}",Iowa Counties Historic Atlases,1914,1914,"Clayton County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4851902|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/12489,e7812026-965c-4de9-a200-e87bd818975b,Paper Map,2017-12-8T15:0:20Z,"42.8626976013,-91.2510032654","ENVELOPE(-91.6060333252, -90.8959732056, 43.0817070007, 42.6436882019)",1914
7d3cb7e4-88a0-4f57-a9c9-34136c48a0cc,"Plat Book of Iowa County, Iowa, 1886","(Warner & Foote, 1886, Plat Book of Iowa County, Iowa); 1 atlas: b&w.; 36 X 44 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Warner & Foote,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/12429""}",Iowa Counties Historic Atlases,1886,1886,"Iowa County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4831820|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/12429,7d3cb7e4-88a0-4f57-a9c9-34136c48a0cc,Paper Map,2017-12-8T15:0:21Z,"41.68614196775,-92.06432724","ENVELOPE(-92.301651001, -91.827003479, 41.8626937866, 41.5095901489)",1886
9a7289ac-ea14-4cc0-9ba0-ea73887560c6,"Atlas of Poweshiek County, Iowa, 1928","(The Grinnell Herald, 1928, Atlas of Poweshiek County, Iowa); 1 atlas: b&w.; 31 X 34 cm. No known copyright restrictions. Iowa State University Library (Ames)",Public,JPEG,eng,Image,Grinnell Herald,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/12384""}",Iowa Counties Historic Atlases,1928,1928,"Poweshiek County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4871919|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/12384,9a7289ac-ea14-4cc0-9ba0-ea73887560c6,Paper Map,2017-12-8T15:0:21Z,"41.68536758425,-92.53345870975","ENVELOPE(-92.7683334351, -92.2985839844, 41.862487793, 41.5082473755)",1928
4189d8e5-dbe2-4e6b-8ec6-c97cef7f167a,"Atlas of Mahaska County, Iowa, 1905","(Midland Map Co., 1905, Atlas of Mahaska County, Iowa); 1 atlas: b&w.; 45 X 48 cm. Material in the public domain. No restrictions on use. Iowa State University Library (Ames)",Public,JPEG,eng,Image,Midland Map Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/12350""}",Iowa Counties Historic Atlases,1905,1905,"Mahaska County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4865894|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/12350,4189d8e5-dbe2-4e6b-8ec6-c97cef7f167a,Paper Map,2017-12-8T15:0:21Z,"41.3340110779,-92.64220809935","ENVELOPE(-92.8729171753, -92.4114990234, 41.5089569092, 41.1590652466)",1905
cc4b7d15-0dbd-40e3-9ca7-b3a508c68b2e,"Atlas of Winnebago County, Iowa, 1928","(Stack Publishing Co., 1928, Atlas of Winnebago County, Iowa); 1 atlas: b&w.; 39 X 46 cm. No commercial reproduction or distribution of this file is permitted without permission. Iowa State University Library (Ames)",Public,JPEG,eng,Image,Stack Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/12317""}",Iowa Counties Historic Atlases,1928,1928,"Winnebago County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4882231|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/12317,cc4b7d15-0dbd-40e3-9ca7-b3a508c68b2e,Paper Map,2017-12-8T15:0:21Z,"43.3807010651,-93.73348236085","ENVELOPE(-93.9705352783, -93.4964294434, 43.5046463013, 43.2567558289)",1928
a0a71865-6c2c-49e4-b040-3ec2ae48722b,"Atlas of Washington County, Iowa, 1906","(Iowa Publishing Co., 1906, Atlas of Washington County, Iowa); 1 atlas: b&w.; 39 X 48 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Iowa Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/12224""}",Iowa Counties Historic Atlases,1906,1906,"Washington County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4880748|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/12224,a0a71865-6c2c-49e4-b040-3ec2ae48722b,Paper Map,2017-12-8T15:0:22Z,"41.33665275575,-91.7155265808","ENVELOPE(-91.9471511841, -91.4839019775, 41.5116004944, 41.1617050171)",1906
a0120a5b-3fee-4f5d-b86b-695a4b75af26,"Atlas and Farmers' Directory of Winneshiek County, Iowa, 1915","(Webb Publishing Co., 1915, Atlas and Farmers' Directory of Winneshiek County, Iowa); 1 atlas: b&w.; 31 X 41 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Webb Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/12111""}",Iowa Counties Historic Atlases,1915,1915,"Winneshiek County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4882242|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/12111,a0120a5b-3fee-4f5d-b86b-695a4b75af26,Paper Map,2017-12-8T15:0:22Z,"43.29208755495,-91.8418884277","ENVELOPE(-92.0818405151, -91.6019363403, 43.5025749207, 43.0816001892)",1915
ef2d01bd-b3de-46ce-bc2b-22175e6c8a09,"Atlas of Henry County, Iowa, 1895","(Brooks & Whiting, 1895, Atlas of Henry County, Iowa); 1 atlas: b&w; 37 X 44 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Brooks & Whiting,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/12058""}",Iowa Counties Historic Atlases,1895,1895,"Henry County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4860353|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/12058,ef2d01bd-b3de-46ce-bc2b-22175e6c8a09,Paper Map,2017-12-8T15:0:22Z,"40.9876747131,-91.5452537537","ENVELOPE(-91.7192153931, -91.3712921143, 41.1630477905, 40.8123016357)",1895
3e22e1b8-5937-4012-8583-0aec27b6ed67,"Plat Book of Hardin County, Iowa, 1903","(Gardner Map & Atlas Company, 1903, Plat Book of Hardin County, Iowa); 1 atlas: b&w.; 40 X 45 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Gardner Map & Atlas Company,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/12032""}",Iowa Counties Historic Atlases,1903,1903,"Hardin County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4859771|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/12032,3e22e1b8-5937-4012-8583-0aec27b6ed67,Paper Map,2017-12-8T15:0:22Z,"42.38255310055,-93.25122451785","ENVELOPE(-93.5002059937, -93.002243042, 42.5570220947, 42.2080841064)",1903
358ec16f-7b1a-4fd9-b1a5-fec68c241c7f,"Plat Book of Marshall County, Iowa, 1885","(Warner & Foote, 1885, Plat Book of Marshall County, Iowa); 1 atlas: b&w.; 39 X 45 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Warner & Foote,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/12000""}",Iowa Counties Historic Atlases,1885,1885,"Marshall County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4866360|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/12000,358ec16f-7b1a-4fd9-b1a5-fec68c241c7f,Paper Map,2017-12-8T15:0:22Z,"42.03602027895,-93.00010681155","ENVELOPE(-93.2339706421, -92.766242981, 42.2102737427, 41.8617668152)",1885
64652228-1814-46a9-b278-edac134fc0f6,"Atlas of Plymouth County, Iowa, 1921, 1921",unknown Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection,Public,JPEG,eng,Image,Anderson Publishing Company,Anderson Publishing Company,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/11893""}",Iowa Counties Historic Atlases,1921,1921,"Plymouth County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4871708|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/11893,64652228-1814-46a9-b278-edac134fc0f6,Paper Map,2017-12-8T15:0:23Z,"42.73591423035,-96.24645996095","ENVELOPE(-96.6356658936, -95.8572540283, 42.9107017517, 42.561126709)",1921
3aabc27e-e215-4fe6-b350-a8eae64d0406,"Madison County atlas,  Iowa, 1912, 1912",1 3/4 in. to the mile Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection,Public,JPEG,eng,Image,Winterset Madisonian (Firm),Midland Map Company,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/11624""}",Iowa Counties Historic Atlases,1912,1912,"Madison County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4865839|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/11624,3aabc27e-e215-4fe6-b350-a8eae64d0406,Paper Map,2017-12-8T15:0:23Z,"41.3322696686,-94.01762771605","ENVELOPE(-94.2433776855, -93.7918777466, 41.5107688904, 41.1537704468)",1912
3ae7a266-712e-4e2e-a170-99ad42626a28,"Atlas and plat book of Guthrie County, Iowa, 1917",1 3/4 in. to the mile Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection,Public,JPEG,eng,Image,Kenyon Company,Kenyon Company,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/11583""}",Iowa Counties Historic Atlases,1917,1917,"Guthrie County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4859502|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/11583,3ae7a266-712e-4e2e-a170-99ad42626a28,Paper Map,2017-12-8T15:0:23Z,"41.68271827695,-94.49477005005","ENVELOPE(-94.7476196289, -94.2419204712, 41.8623847961, 41.5030517578)",1917
3507a8d1-887a-4058-95b2-01fe6e444035,"Atlas of Butler County, Iowa, 1930, 1930",1 3/4 in. to the mile No known copyright restrictions. University of Iowa. Libraries. Map Collection,Public,JPEG,eng,Image,Kean Map Co.,Kean Map Co.,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/11547""}",Iowa Counties Historic Atlases,1930,1930,"Butler County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4849935|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/11547,3507a8d1-887a-4058-95b2-01fe6e444035,Paper Map,2017-12-8T15:0:23Z,"42.73102378845,-92.7910118103","ENVELOPE(-93.0283813477, -92.5536422729, 42.9070854187, 42.5549621582)",1930
926bc3ad-ecd4-4729-8121-189ea6c2995f,"Standard atlas of Buena Vista County, Iowa, 1908",400 ft. to 1 in. Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection,Public,JPEG,eng,Image,Geo. A. Ogle & Co.,Geo. A. Ogle & Co.,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/11526""}",Iowa Counties Historic Atlases,1908,1908,"Buena Vista County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4849689|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/11526,926bc3ad-ecd4-4729-8121-189ea6c2995f,Paper Map,2017-12-8T15:0:23Z,"42.7348804474,-95.15204238895","ENVELOPE(-95.3888702393, -94.9152145386, 42.9096069336, 42.5601539612)",1908
9cccbd03-9f6c-4314-a53f-0f9abc2f52f8,"Atlas of Audubon County, Iowa, 1921",1 3/4 in. to the mile Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection,Public,JPEG,eng,Image,Anderson Publishing Company,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/11470""}",Iowa Counties Historic Atlases,1921,1921,"Audubon County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4847428|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/11470,9cccbd03-9f6c-4314-a53f-0f9abc2f52f8,Paper Map,2017-12-8T15:0:24Z,"41.6829109192,-94.89803314205","ENVELOPE(-95.0946578979, -94.7014083862, 41.8626098633, 41.5032119751)",1921
fe354db0-f7e6-4de3-9a69-141782d75634,"Standard atlas of Audubon County, Iowa, 1900",2 in. to the mile Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection,Public,JPEG,eng,Image,Geo. A. Ogle & Co.,Geo. A. Ogle & Co.,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/11436""}",Iowa Counties Historic Atlases,1900,1900,"Audubon County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4847428|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/11436,fe354db0-f7e6-4de3-9a69-141782d75634,Paper Map,2017-12-8T15:0:24Z,"41.6829109192,-94.89803314205","ENVELOPE(-95.0946578979, -94.7014083862, 41.8626098633, 41.5032119751)",1900
4039defe-c3f0-4568-987e-de4fbd974a37,"Atlas of Allamakee County, Iowa, 1917",1 3/4 in. to the mile Material in the public domain. No restrictions on use. University of Iowa. Libraries. Map Collection,Public,JPEG,eng,Image,Anderson Publishing Company,"Anderson, G. W.",Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/11386""}",Iowa Counties Historic Atlases,1917,1917,"Allamakee County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4846643|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/11386,4039defe-c3f0-4568-987e-de4fbd974a37,Paper Map,2017-12-8T15:0:24Z,"43.29121398925,-91.3357810974","ENVELOPE(-91.6094894409, -91.0620727539, 43.5026741028, 43.0797538757)",1917
c8d475b9-1427-4a3e-9f47-d99c364a9901,"Atlas of Hancock County, Iowa, 1914","(Anderson Publishing Co., 1914, Atlas of Hancock County, Iowa); 1 atlas: b&w.; 36 X 46 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Anderson Publishing Co.,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/11333""}",Iowa Counties Historic Atlases,1914,1914,"Hancock County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4859678|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/11333,c8d475b9-1427-4a3e-9f47-d99c364a9901,Paper Map,2017-12-8T15:0:24Z,"43.08197402955,-93.73449707035","ENVELOPE(-93.9713058472, -93.4976882935, 43.2573051453, 42.9066429138)",1914
7c189397-66af-4073-92e5-b9310dceeb90,"Atlas of Warren County, Iowa, 1902","(Hovey & Frame, 1902, Atlas of Warren County, Iowa); 1 l.; b&w.: 29 X 36 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,Hovey & Frame,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/11303""}",Iowa Counties Historic Atlases,1902,1902,"Warren County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4880695|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/11303,7c189397-66af-4073-92e5-b9310dceeb90,Paper Map,2017-12-8T15:0:24Z,"41.3351306915,-93.56104278565","ENVELOPE(-93.79271698, -93.3293685913, 41.5109786987, 41.1592826843)",1902
0f10eb0a-385d-498a-ae43-d0b8d24e44c8,"Drainage Atlas of Palo Alto County, Iowa, 1919","(R. H. Fuller, 1919, Drainage Atlas of Palo Alto County, Iowa); 1 atlas: b&w.; 41 X 38 cm. Material in the public domain. No restrictions on use. State Historical Society of Iowa (Iowa City)",Public,JPEG,eng,Image,R. H. Fuller,,Atlases|Real property|Land ownership,Iowa,"{""http://schema.org/url"":""http://digital.lib.uiowa.edu/cdm/ref/collection/atlases/id/11273""}",Iowa Counties Historic Atlases,1919,1919,"Palo Alto County, Iowa, United States|Iowa, United States",http://sws.geonames.org/4870630|http://sws.geonames.org/4862182,http://digital.lib.uiowa.edu/utils/getthumbnail/collection/atlases/id/11273,0f10eb0a-385d-498a-ae43-d0b8d24e44c8,Paper Map,2017-12-8T15:0:25Z,"43.0814666748,-94.6797637939","ENVELOPE(-94.9160919189, -94.4434356689, 43.2561302185, 42.9068031311)",1919
